Minisector,HAM,OCO,Fastest
0,279.0425385192311,279.86370044725874,OCO
1,292.3485355284641,297.9464976854391,OCO
2,287.32375650081724,295.58869395142494,OCO
3,176.7182438928751,180.57524498512896,OCO
4,128.4400546438448,123.92571637258847,HAM
5,242.94230649039937,237.51255515920337,HAM
6,280.9951057213404,280.48363320642875,HAM
7,286.1049604825397,287.584666496,OCO
8,186.91943730498784,187.0911353316724,OCO
9,153.55374027687338,150.66716004806713,HAM
10,256.2095986044001,254.8191972190476,HAM
11,291.32765581274447,290.31977115294006,HAM
12,299.07474906742596,298.88100154920636,HAM
13,276.12256084436143,276.52809536,OCO
14,292.8896904655238,294.497178904381,OCO
15,292.7946018177613,295.82666624,OCO
16,248.9963345316656,259.10103114251734,OCO
17,232.95429794767622,226.26445623805628,HAM
18,278.03311285502645,275.4476477229783,HAM
19,294.1583185379172,296.6886294685896,OCO
20,291.21050996877267,293.55456809565237,OCO
21,234.6078320963415,236.4071740381876,OCO
22,264.99689834667964,257.97198077916175,HAM
23,144.77037699709234,145.9881221470753,OCO
24,225.6962993858983,217.89397077738371,HAM
25,261.06666666666666,261.02500053333335,HAM
