Minisector,VER,RUS,Fastest
0,250.7771297054945,261.70832856960993,RUS
1,128.80786770585513,131.08367941047618,RUS
2,203.25835353514177,200.39882227984037,VER
3,245.91979048888888,245.05761132799998,VER
4,253.14987482406562,253.6876507809524,RUS
5,171.11105437803928,171.60162571033752,RUS
6,140.94384258040162,141.92366671835796,RUS
7,181.27551798754016,180.28731970471634,VER
8,99.27755268988936,96.00068115725871,VER
9,71.8967252777775,71.56373202577258,VER
10,96.50828391397405,95.32776548114634,VER
11,182.43659427102082,185.00426172908212,RUS
12,239.83289126282972,247.07080994140094,RUS
13,256.77133892952384,271.0242554130379,RUS
14,261.8122166827925,265.07702381714284,RUS
15,104.8334309320272,98.43081402668692,VER
16,155.74440563067543,151.38699039329524,VER
17,193.04789217452972,179.60796731365488,VER
18,196.50399269333332,201.5926274284855,RUS
19,206.5433439369764,204.25587434394632,VER
20,136.78793748380951,136.83998549799713,RUS
21,105.6621039165902,95.24191667896167,VER
22,97.65666617672984,101.5010476238539,RUS
23,195.33078964266667,203.4155373357003,RUS
24,248.79356329396825,251.12467166222223,RUS
25,260.0999936,,VER
