Minisector,VER,PER,Fastest
0,298.63083349333334,306.3261905710053,PER
1,203.15196910074783,210.69279362044983,PER
2,144.99549803518207,136.44185057324535,VER
3,219.49193858839826,217.74559006407196,VER
4,160.9564983822306,151.45804801176334,VER
5,181.80372858509423,173.42477501886557,VER
6,251.00262405530864,249.8039828088889,VER
7,276.9206582810961,277.98624473565405,PER
8,285.0007986285714,287.76676489680676,PER
9,249.75643128888888,263.0680386509804,PER
10,244.22585399024774,244.52259968421632,PER
11,234.3926209382716,242.15950336481202,PER
12,205.52603683451954,205.15489471446116,VER
13,140.4182685631169,134.41242491769518,VER
14,145.50813281426167,141.60062157367827,VER
15,182.59563393054944,182.14260447725286,VER
16,251.25381513939192,257.9500250247144,PER
17,234.57911940458553,223.32795103030304,VER
18,117.57260983385285,110.32477311921481,VER
19,198.66425416966183,201.59565358867582,PER
20,194.3473861999829,188.37661247206367,VER
21,234.3564787116883,235.86184506517233,PER
22,262.1437040458862,272.96523313800424,PER
23,281.23391830291945,298.8628900040592,PER
24,292.67084848,315.020971036075,PER
