Minisector,VER,PER,Fastest
0,305.2850835274831,305.93383687101993,PER
1,224.7716724573776,227.13248361743717,PER
2,135.28797555758075,133.8667360119857,VER
3,232.73637017459401,228.65101614808927,VER
4,194.58525040166586,195.07958099331395,PER
5,247.84025404043638,246.01911179744107,VER
6,231.36118123757208,231.8291563445421,PER
7,260.78638605401835,260.6174989019734,VER
8,293.0855671749573,287.0515511203078,VER
9,197.96337920513375,202.97111049142856,PER
10,206.41163576609904,207.39061656971904,PER
11,276.53685206098254,268.83035595663796,VER
12,216.86214083404522,212.92607900154195,VER
13,253.67854887567864,248.95251418891445,VER
14,293.82432699791514,292.1812429635212,VER
15,308.732875008,308.2701231515152,VER
16,315.09602771630176,304.8364434819048,VER
17,214.76328118371052,215.3499528056105,PER
18,266.42011239203833,262.43471726674835,VER
19,297.92242213040294,296.05656737015875,VER
20,306.46258781192984,310.95830875784196,PER
21,309.06454545454545,309.8635750472934,PER
22,152.74047186964836,152.8087752456242,PER
23,232.98391055915218,234.13008883222085,PER
24,285.51589535887126,286.79781234666666,PER
25,292.77000000000004,,VER
