Minisector,VER,HAM,Fastest
0,315.7675185273201,313.1514567107648,VER
1,324.6840081095551,319.4471454476367,VER
2,325.72733147301585,312.2917597667909,VER
3,186.84377389053225,191.38476517025333,HAM
4,129.43398521717438,128.98795271314955,VER
5,259.0778459114667,262.1715065361004,HAM
6,295.85445931419315,294.80216938919796,VER
7,308.91167566836367,306.8616796313398,VER
8,265.7204438120546,271.5352441205628,HAM
9,144.93224766918877,143.41642607985753,VER
10,216.02655305290324,220.02788198997146,HAM
11,213.7506426552381,215.53301029724338,HAM
12,197.96601728201682,195.54723559851539,VER
13,263.9448283106543,260.3729807289932,VER
14,299.0955514748904,298.0159084998633,VER
15,313.94807006745333,306.8966864736508,VER
16,267.6416501585348,264.94288208672447,VER
17,209.89330511029908,213.28379942843586,HAM
18,270.27676533684985,273.2082435985053,HAM
19,300.5944388842481,301.2520065234568,HAM
20,314.1379194038689,312.3559915397706,VER
21,296.8317476170159,297.5689478504986,HAM
22,211.14246951894415,210.9440812608603,VER
23,259.438048584127,263.84277070341557,HAM
24,296.43951649637256,296.3341414177048,VER
25,306.2812512,307.2166670222222,HAM
