Minisector,VER,PER,Fastest
0,269.1423719471623,270.49537064231816,PER
1,289.47643242718885,290.7292636146283,PER
2,298.76043951048206,294.1062950078908,VER
3,128.46152340888906,125.75323065582411,VER
4,195.28709145171513,184.2234404250295,VER
5,253.4258778031746,249.4282592671073,VER
6,140.19296480178593,132.56965733188275,VER
7,201.38553349004144,193.4600530537228,VER
8,257.46729092396606,255.09247048516423,VER
9,283.3996861245772,280.48139863070264,VER
10,236.79527429943965,229.8689854149695,VER
11,185.25700829547102,170.6431114063189,VER
12,183.4330721905028,183.37094072608056,VER
13,149.99518850740182,140.83330507093822,VER
14,174.80001866021504,175.7099963287423,PER
15,163.77897728989294,158.7114406071759,VER
16,214.25927477285038,211.16271861499843,VER
17,239.37804700813186,231.26056882894324,VER
18,242.30806634855546,235.74347916937126,VER
19,249.28450711143088,233.3728325608753,VER
20,144.25368881605914,145.06881552020474,PER
21,137.0690603917355,128.61510548806143,VER
22,166.74389468354732,162.11348931939108,VER
23,152.97394454999272,150.23936327564877,VER
24,226.5714913466834,221.05195108017665,VER
25,,255.9629605925926,PER
