Minisector,NOR,HUL,Fastest
0,297.28733837627175,300.67836737460937,HUL
1,208.33898080235372,179.97162872382754,NOR
2,225.57044052249216,221.4070157854601,NOR
3,275.7038947614446,274.7130043594068,NOR
4,246.9546750818481,235.37081696101598,NOR
5,132.3168810970244,122.36900644469519,NOR
6,209.78813641446874,193.43662607377144,NOR
7,244.70309500283705,237.08213195353514,NOR
8,239.01352247412495,223.21570890600785,NOR
9,232.35749130676643,225.11512322498228,NOR
10,274.4099970025198,273.2491824413931,NOR
11,289.2066307832125,290.82689015151516,HUL
12,293.46846754156434,299.49306832473485,HUL
13,295.3835993563407,303.82320105820105,HUL
14,295.5775414105806,305.2526186122829,HUL
15,249.21648277525335,239.59455986967438,NOR
16,239.5018793722142,224.24625557512388,NOR
17,277.8640346751868,273.2654319371204,NOR
18,289.3487023809524,290.3411948337156,HUL
19,157.7630143597912,143.23968366905703,NOR
20,212.1331632852725,199.22921695437253,NOR
21,174.3545405490031,168.81460209486565,NOR
22,146.5395428359409,145.4711416249241,NOR
23,245.47693788937752,242.0430425312126,NOR
24,284.28237131221374,283.06312064764467,NOR
25,,298.9391304347826,HUL
