Minisector,LEC,PER,Fastest
0,257.90311271217564,262.4482090806734,PER
1,135.16136850631685,137.79127154127156,PER
2,263.8040040420752,265.7259196943017,PER
3,309.0362032370068,306.4120999832381,LEC
4,308.9533803279412,306.3172004598353,LEC
5,317.6966689846154,314.58105940409814,LEC
6,322.2766262537374,317.4012683230152,LEC
7,318.2379869845182,317.10282118888887,LEC
8,201.11357603335333,209.95461061793486,PER
9,203.92878291809524,205.32497583950735,PER
10,179.43022387906075,198.27354983883075,PER
11,170.58906959502238,182.09871812258854,PER
12,258.102719400892,255.13994223639875,LEC
13,279.5001157176157,285.68676223887127,PER
14,283.8066470554215,285.9603523681864,PER
15,276.3309436737566,284.2901114013825,PER
16,176.30680512707391,188.47514179905315,PER
17,192.82183977815933,199.53570022550463,PER
18,246.9101717896517,243.27798951769302,LEC
19,288.32689999999997,288.7153158148834,PER
20,306.2500537590528,304.1355329575294,LEC
21,313.50214285714287,310.7845384566154,LEC
22,311.2129070491488,308.2273158690763,LEC
23,258.6432041544111,277.49128101316614,PER
24,121.5932329648616,123.15167909492452,PER
25,,233.61166314666664,PER
