Minisector,HAM,SAI,Fastest
0,253.61641978344502,268.20942706484635,SAI
1,134.9093545247272,133.71672328771143,HAM
2,200.3838721445213,196.97786986625394,HAM
3,244.34527568007326,250.55561194794805,SAI
4,255.35758706089752,262.4729046692142,SAI
5,178.65354805789852,170.19850170181974,HAM
6,147.34201111607183,140.1378276764167,HAM
7,180.18938939850307,181.85961306219335,SAI
8,99.92128401715645,103.94951363904282,SAI
9,72.76568897843995,69.49911601046782,HAM
10,93.2467291764812,97.68562395155327,SAI
11,184.04675234132475,187.24250225724225,SAI
12,242.9797440003734,250.3649190938738,SAI
13,264.1797096354947,274.35495854731414,SAI
14,271.8241764336996,280.4912751035363,SAI
15,112.73944626830789,102.1353435820305,HAM
16,149.03730064975923,160.4570738373825,SAI
17,189.75112026161088,182.01580374754877,HAM
18,199.40390009172972,198.6852877664208,HAM
19,207.6288517019608,196.18407684118472,HAM
20,138.0067323026819,134.87677759685528,HAM
21,114.11255011873516,101.9325688335229,HAM
22,94.44947913419637,103.62854513497261,SAI
23,195.8916623589449,211.52134477939822,SAI
24,247.75485086364344,257.71760493054353,SAI
