Minisector,PIA,RUS,Fastest
0,290.4676541915344,303.8335151542857,RUS
1,303.5136298389318,316.77754913114285,RUS
2,304.98699999999997,321.4891433533336,RUS
3,191.09633881345218,186.709401734428,PIA
4,207.36876778740708,206.1893562176086,PIA
5,207.38472556088848,200.98635603987125,PIA
6,264.2928072931554,258.19268180654547,PIA
7,252.39560721450772,256.1062201620679,RUS
8,208.49987941094653,201.6769212448677,PIA
9,202.47302958917135,205.80138885079364,RUS
10,148.82783855994504,145.10504222558558,PIA
11,200.48484263274116,201.78599724263051,RUS
12,183.9202676935359,184.1574851504303,RUS
13,246.48518771486295,244.83865912426126,PIA
14,174.51216230219558,178.94697211247058,RUS
15,231.73921358535628,229.19492844761905,PIA
16,273.8650139215119,269.5198394964858,PIA
17,277.98063749123537,272.05317233939394,PIA
18,269.93686074178635,261.1304341268904,PIA
19,258.1321155231746,247.77257912811294,PIA
20,257.7389287107483,250.92261904761904,PIA
21,257.73142154064124,250.5802186147289,PIA
22,224.12866846824514,226.69507258529202,RUS
23,200.05886635706227,194.53804763375436,PIA
24,267.88048306684806,262.5867830553099,PIA
25,,278.1916672,RUS
