Minisector,VER,OCO,Fastest
0,257.2776815827823,264.6153689256651,OCO
1,130.67786402626146,126.0732283643139,VER
2,265.8251829379515,267.2963538210653,OCO
3,307.5525422824418,315.57857131428574,OCO
4,305.09570228545334,315.4816165048051,OCO
5,313.32217251428574,325.10246913580244,OCO
6,318.85921513086424,339.72457404175753,OCO
7,319.90782075663833,345.1347618864762,OCO
8,198.54991119549356,199.6787042291012,OCO
9,193.68100730027436,190.53075801788702,VER
10,182.74338426791311,185.17296819825754,OCO
11,166.87281389985304,159.3306689982052,VER
12,253.80544264595736,247.06491847777417,VER
13,274.63482259367845,267.29820613403734,VER
14,280.53553736116135,276.22614223655916,VER
15,271.4808602333333,276.721430148866,OCO
16,181.324910794408,184.8597060757177,OCO
17,192.17546918391525,190.247914134683,VER
18,243.84264508790568,238.3433192826275,VER
19,287.9918676375212,286.4843672123736,VER
20,308.73938081874314,310.41322101971673,OCO
21,315.96056548571426,318.561464322856,OCO
22,309.472959292517,315.40463892508126,OCO
23,251.10142935510203,273.8498604738639,OCO
24,120.0686853742031,110.49649783713528,VER
25,,224.8000014222222,OCO
