Minisector,LEC,SAI,Fastest
0,268.9070454868853,268.6526947984762,LEC
1,289.16774414337664,290.82692717619045,SAI
2,296.3364753964912,295.5599577877458,LEC
3,125.85258229179027,128.91130173422678,SAI
4,190.71231797974608,194.74627166344683,SAI
5,248.21810988752955,250.5345848362812,SAI
6,131.10397446765307,134.2084094066588,SAI
7,197.86233197806635,206.75926129987886,SAI
8,255.44780830465947,262.28294289457,SAI
9,279.788221280393,281.50759261037035,SAI
10,232.12274891123812,231.8069170920635,LEC
11,170.74845766908362,175.0393727441002,SAI
12,184.8329559866103,196.8734217257097,SAI
13,146.38435623284934,147.1532896311664,SAI
14,172.01696086317875,172.1422978238981,SAI
15,156.12891467297297,159.35624592491163,SAI
16,215.80821684619607,222.39364199385884,SAI
17,236.096440485005,235.07832191673472,LEC
18,236.78012234276508,239.05995588045022,SAI
19,237.4691344352639,236.03975722663452,LEC
20,146.1138436345437,147.41932643741222,SAI
21,127.94576517503532,128.01475532472455,SAI
22,165.07540225908068,170.99131869785936,SAI
23,148.26919244224314,150.23279605051454,SAI
24,228.50472819120182,226.8672013380899,LEC
