Minisector,HAM,VER,Fastest
0,294.3531891489079,311.1380532368843,VER
1,207.04297003583358,189.0908344661287,HAM
2,230.92705841112416,230.08973174910642,HAM
3,275.16778266565143,284.13381493452766,VER
4,230.3906457967113,233.87765516634457,VER
5,128.3521059352471,125.35531531508714,HAM
6,215.51735263380945,212.81180738598158,HAM
7,260.30233910955945,259.7853337656143,HAM
8,207.97146448577183,202.70983346649243,HAM
9,207.70084494245674,215.466918202724,VER
10,265.06037910218254,270.22300274437237,VER
11,214.49006526116082,208.75845003299693,HAM
12,183.00436221490932,184.2972494799328,VER
13,261.4317746257148,264.13858593851256,VER
14,281.2360319194027,287.80816379192925,VER
15,264.4774304990999,256.1561058694443,HAM
16,247.35442374933837,245.11647516411858,HAM
17,274.9502535996356,285.9891257016965,VER
18,285.99726450988516,309.02115743772544,VER
19,180.4853997914001,175.41736708218716,HAM
20,214.06149306278317,210.9827736725044,HAM
21,171.19297318967816,168.23739258050705,HAM
22,145.75895741954264,145.89620564383026,VER
23,243.90750748956887,244.11944159657895,VER
24,282.2447900353243,293.7268346600394,VER
