Minisector,NOR,HAM,Fastest
0,275.2636091471266,277.55661612133923,HAM
1,297.55233591111113,300.0185710322909,HAM
2,295.54012461491055,291.47793478647344,NOR
3,176.37358061225933,164.73509557145417,NOR
4,118.08752642575189,117.7219544200063,NOR
5,233.0601204846453,236.4184976762407,HAM
6,281.89779487022633,292.0561565187846,HAM
7,287.2026902837234,311.91975238095233,HAM
8,179.125840352363,173.89023660503688,NOR
9,139.52704108315714,139.71028236490002,HAM
10,247.91948777025638,250.3393933278476,HAM
11,288.34946636726846,291.0507491961426,HAM
12,302.7768819266476,306.9681001220767,HAM
13,287.4860486952997,280.52593003311966,NOR
14,298.38758942765486,298.5281003804124,HAM
15,300.26784739758733,304.07807560126986,HAM
16,257.48781830750124,249.81699094305867,NOR
17,236.04695958646076,226.21807288645084,NOR
18,276.28043789831105,283.81878001986877,HAM
19,296.60784168601873,313.0936248430487,HAM
20,303.3272513137148,320.32774330722464,HAM
21,237.00578567692588,219.44428986660068,NOR
22,263.87846069544975,253.93100193787183,NOR
23,138.96896801416582,136.59912233409673,NOR
24,209.44373073845682,208.78071390264674,NOR
