Minisector,RUS,OCO,Fastest
0,281.42370998973036,279.79323329260967,RUS
1,122.0071877828362,117.35853961510443,RUS
2,163.71290897833507,159.44539372038142,RUS
3,218.96055937163638,211.86578859290046,RUS
4,170.7699627798121,162.98371869162563,RUS
5,243.22120613614038,243.74959353769827,OCO
6,226.98172207790273,224.29528316331977,RUS
7,135.09962114233826,132.49583297162908,RUS
8,226.8184791109433,236.24562000175723,OCO
9,276.31138569222225,275.6546464668783,RUS
10,292.002695852344,287.2552549049869,RUS
11,166.2604415893651,161.60109282540085,RUS
12,217.05824447016553,216.5696803548751,RUS
13,268.5969814689216,268.934791632,OCO
14,276.72672102233764,277.2902903809524,OCO
15,102.56363732996569,104.22865833743371,OCO
16,201.90321145697723,215.50311784813906,OCO
17,270.9638218186147,267.2687250605423,RUS
18,291.20672294184874,290.2897993580247,RUS
19,303.44689481981266,301.2880235402659,RUS
20,308.3972222273016,305.92246240401,RUS
21,286.77759115670995,298.4795684152381,OCO
22,157.47166676667763,174.89905933065208,OCO
23,235.93812226285715,220.91969277883598,RUS
24,275.29834235050515,270.51284656766256,RUS
25,287.88500096,284.9645834666667,RUS
