Minisector,BOT,NOR,Fastest
0,304.6892214167775,311.75462846850434,NOR
1,321.7398180651629,327.4310186074074,NOR
2,327.13949578039217,328.0575178734556,NOR
3,324.0276323368421,319.58045202889855,BOT
4,182.04980883254345,171.99974581010102,BOT
5,217.0336450652608,208.14329175462439,BOT
6,245.64492716521738,237.164476928,BOT
7,266.9094424588745,263.2565479111111,BOT
8,258.73505036179887,249.95583091199998,BOT
9,167.72607693672762,165.42113945644905,BOT
10,230.1712004935649,228.31947206718243,BOT
11,133.5988322561588,131.94614044608554,BOT
12,228.75623780115063,225.6942394575238,BOT
13,194.49589157357912,184.53313477048545,BOT
14,226.39569960664406,217.45185347160495,BOT
15,249.90362342028988,246.03020587507913,BOT
16,264.697050569697,265.0197518961039,NOR
17,283.97515839069723,282.3988096507936,BOT
18,164.0304239742945,159.7280100034962,BOT
19,176.28992630101754,169.9244716812941,BOT
20,148.02898557853348,141.39889913142855,BOT
21,174.98306425869657,161.01241945396572,BOT
22,116.86262608554172,115.40213245293556,BOT
23,223.9575106367617,222.27165926446884,BOT
24,270.9005678060606,269.94019974970956,BOT
25,284.44166613333334,283.5875008,BOT
