Minisector,VER,PER,Fastest
0,292.2906127032181,291.60918150949345,VER
1,301.68642401735934,300.5865312964265,VER
2,306.21821425142855,304.8270751079739,VER
3,307.1267970509804,298.78666549841273,VER
4,176.01992609381347,172.52955561634408,VER
5,211.74085115566595,207.19520802552609,VER
6,242.69555784281573,232.69006571439675,VER
7,267.77923237028614,264.98859931552,VER
8,256.61514146742854,250.35924671311332,VER
9,164.54775483965372,162.02719425918607,VER
10,229.165047265526,221.01664566239785,VER
11,129.61305489924825,130.43339817468458,PER
12,229.62730079346585,231.42410946367573,PER
13,185.49525954551729,178.5563274700529,VER
14,213.26990956906738,215.15770791966386,PER
15,247.7983910745298,245.9847729648485,VER
16,265.208204184127,264.1051917798942,VER
17,287.98586781795416,287.529709836555,VER
18,158.90663209332425,162.66131687909262,PER
19,166.61143064689185,169.70954400455383,PER
20,139.515669376951,143.85369625305205,PER
21,224.0290949381829,232.1026758164671,PER
22,263.3438202756302,264.78838316103617,PER
23,258.86214291777213,247.7229894690909,VER
24,277.208463389899,279.20247484870845,PER
25,,295.2499968,PER
