Minisector,LEC,SAI,Fastest
0,290.54726708917747,309.99360159238097,SAI
1,301.04701521429075,320.5516956655226,SAI
2,305.3566144078847,323.7634804705882,SAI
3,306.5596501333333,320.71271825964914,SAI
4,176.53796796466312,165.53700554455236,LEC
5,214.5553344733686,207.98065523809524,LEC
6,241.70937484444445,235.32613450734624,LEC
7,265.40290579392445,263.50798193593073,LEC
8,258.1266529755927,249.38650305845457,LEC
9,168.31070316037753,162.67613809866359,LEC
10,232.35315130108975,226.4965146617562,LEC
11,135.9388641409087,135.42083644763272,LEC
12,229.78419338651614,233.30022175407382,SAI
13,195.4504343162762,179.90558940292627,LEC
14,220.44014573012217,220.93910652814833,SAI
15,251.46908316723844,240.69928073015873,LEC
16,264.30203094320115,260.16236428896985,LEC
17,285.5726189393484,282.4528062839002,LEC
18,165.99785658907885,150.89251025239372,LEC
19,176.84238278512714,173.7487745254902,LEC
20,146.63605015677655,145.20793501411816,LEC
21,170.2728612529972,163.26727676597204,LEC
22,114.66191805257415,115.88579182620511,SAI
23,223.36792238165785,225.6664391480224,SAI
24,272.1943829397062,271.1526520242424,LEC
