Minisector,VER,NOR,Fastest
0,296.7139423179487,300.60758380811285,NOR
1,239.47718769934167,239.04318131722152,VER
2,133.50047061224916,131.9895233220487,VER
3,237.0284837618474,239.2851559,NOR
4,193.66087739513475,189.43235484588718,VER
5,246.7867063718944,246.47623794087517,VER
6,235.98407722857144,232.75791786157885,VER
7,259.16743017360113,258.8815376713574,VER
8,285.5376489904762,285.35267874285717,VER
9,213.22291054124656,205.03558174497564,VER
10,205.2716970921835,203.6477008926641,VER
11,268.7024641384516,271.146018384297,NOR
12,214.90249898891824,209.97083520186888,VER
13,253.0954804931118,251.3997581856393,VER
14,289.5360256077637,292.0097667265708,NOR
15,297.81009612307696,303.54016674133334,NOR
16,295.158499968,298.4668204246914,NOR
17,243.92784552249435,231.3793707932775,VER
18,268.86840635164884,271.6846732571429,NOR
19,294.4661862974359,297.9941831892818,NOR
20,302.8511217641026,303.14633326933335,NOR
21,298.1116985846154,292.858544747231,VER
22,156.71774603834436,151.92581596862746,VER
23,234.93047240798506,240.0958346952381,NOR
24,286.74148262706024,288.46761442904136,NOR
