Minisector,VER,OCO,Fastest
0,296.3139273414588,298.67734055362706,OCO
1,286.53168559720893,279.92037037037034,VER
2,185.15905208828434,171.32071414768342,VER
3,212.5828717196215,199.14393936161616,VER
4,226.6097367082061,221.73352863025158,VER
5,267.501999744,266.7221666986667,VER
6,241.66626470127233,226.90827808479096,VER
7,218.7329439681567,208.11015646666667,VER
8,176.55076389523714,162.61501950015503,VER
9,181.6724619168234,175.43289560140352,VER
10,195.23862352623294,174.94534224,VER
11,214.11439306285214,208.49024245816756,VER
12,254.80153205365397,234.14291608888888,VER
13,177.10077683810957,164.952198725507,VER
14,247.07300713863225,245.45306305747877,VER
15,274.9842579748416,271.56457141028574,VER
16,275.6021791527204,264.9663342207539,VER
17,273.0976449391304,256.64750564588803,VER
18,264.26997808992627,249.09117799727892,VER
19,256.55024290652557,242.01616149538282,VER
20,264.8814063370069,259.2546298469136,VER
21,204.93060147099132,190.1017787985515,VER
22,225.7738989043119,216.6742728481203,VER
23,274.46949973333335,274.61285278413425,OCO
24,285.2581521623188,291.90887693913044,OCO
25,286.0,,VER
