Minisector,VER,GAS,Fastest
0,270.5256615556303,265.45119557023065,VER
1,240.80448319117713,248.8948838233766,GAS
2,121.73127766845856,118.07919362762733,VER
3,168.2604899474475,163.99719887899337,VER
4,204.7560330541714,186.16582079238097,VER
5,197.10965954099234,196.64909825412477,VER
6,266.68534974107996,262.9821328872727,VER
7,285.70817600842105,284.7467412123077,VER
8,244.5014225482581,218.65764091654322,VER
9,147.40556528519554,140.96102009310025,VER
10,108.50709242257278,113.67234295838857,GAS
11,149.0236579083833,151.2805177468476,GAS
12,245.1244131326407,240.5834030443064,VER
13,152.44429125265125,147.1770511040984,VER
14,148.7143302262735,143.87695051741457,VER
15,111.74649203222923,107.68205654164042,VER
16,215.41962198349205,218.02336973328448,GAS
17,241.89587724813427,223.47754070031746,VER
18,127.21624541598811,127.29720689809524,GAS
19,241.53266784878798,242.28185840087926,GAS
20,274.43593232761907,274.37822967840214,VER
21,199.42178575581605,195.15035713423208,VER
22,143.6141198010582,141.46207218980408,VER
23,220.54638967883602,215.48850996552093,VER
24,227.14213248,224.64737253785134,VER
25,252.6760084089238,,VER
