Minisector,SAI,LEC,Fastest
0,252.69485496712636,252.50074988543182,SAI
1,211.68066539647236,212.0258958237437,LEC
2,202.69096961828848,202.5440922233683,SAI
3,254.09625366627517,255.2933365719828,LEC
4,271.2286326631218,266.746754676675,SAI
5,285.22914231248774,284.56645567725445,SAI
6,166.11499661744426,159.25256554331284,SAI
7,183.64501018574714,180.43364429244627,SAI
8,262.73239175944474,265.9828846413537,LEC
9,285.1239427931164,291.09514630919284,LEC
10,295.0430817208215,301.7228907280847,LEC
11,298.2825397333333,306.44907495539394,LEC
12,120.11923981043573,113.46603782230589,SAI
13,183.89189930982565,194.86303400136134,LEC
14,266.1469484637723,269.9976843525999,LEC
15,288.7437474306851,293.4210075061643,LEC
16,297.27366703731053,301.42637113935007,LEC
17,187.39520545432023,177.0848133064347,SAI
18,220.70269026483544,219.95050997994042,SAI
19,266.5314495984271,268.6747248980948,LEC
20,159.58813070775454,150.80088386741036,SAI
21,151.06777138372422,144.17822533135933,SAI
22,218.88142173864776,222.78910706623546,LEC
23,239.57728549086067,220.64279439647936,SAI
24,156.17952892663885,156.32232030720328,LEC
25,225.3697412465257,,SAI
