Minisector,VER,LEC,Fastest
0,304.339996256,296.96066576311716,VER
1,159.4995307469398,158.97727705066197,VER
2,153.70715386563063,151.29209615151112,VER
3,235.83322378239998,227.7926486779917,VER
4,286.41598924634303,287.35117217333334,LEC
5,288.22979794882156,298.03055369929325,LEC
6,146.7138868581755,150.94223898745267,LEC
7,148.78076848851046,144.03691453002978,VER
8,142.72791291714583,149.75854602989898,LEC
9,190.45211395749686,178.4297116048599,VER
10,132.18976822323415,142.88350774139374,LEC
11,126.6686788839247,127.53594478045181,LEC
12,162.49698823548346,156.30052571182233,VER
13,267.1637342741864,267.17888074309894,LEC
14,297.7285651437037,293.5572993091626,VER
15,147.3001164038951,157.80281904392254,LEC
16,208.22362268743686,208.5958066539505,LEC
17,170.9528345027916,154.7345114233614,VER
18,271.85484984300143,266.0537012818358,VER
19,297.7031345801595,295.48848826833677,VER
20,312.38354255312794,309.99151921146705,VER
21,321.2037880193939,318.6972267532629,VER
22,325.9460606836364,323.6101339611429,VER
23,327.7113487157895,326.19415173168073,VER
24,328.3829561904762,327.4427352777716,VER
25,,326.25,LEC
