Minisector,VER,RUS,Fastest
0,275.56810115030146,277.6647278830702,RUS
1,143.45973793292805,146.70535383519282,RUS
2,223.58888015075567,215.4423777685108,VER
3,281.5232665606455,282.9219366483522,RUS
4,306.57560476515846,311.4148555766676,RUS
5,298.6267479359569,293.5574161924633,VER
6,155.39675422981853,149.70852861740417,VER
7,236.0252153436886,248.75477257817775,RUS
8,108.17962872997018,113.77308029761144,RUS
9,176.71752603886142,156.14311375304294,VER
10,275.7756633441223,273.9667375051703,VER
11,298.2418541244784,296.04959454942957,VER
12,213.8246643355455,204.29063355178351,VER
13,175.3640252404457,163.2013336139055,VER
14,279.10564770001054,269.47286430676957,VER
15,306.5428686075607,312.2699773092314,RUS
16,319.290989690086,323.708375104,RUS
17,324.244718756815,333.8884183882836,RUS
18,327.63277774222223,332.13805068761906,RUS
19,321.8625460894788,327.8023810031746,RUS
20,178.47371358459927,193.55760200926872,RUS
21,181.97923258552484,166.01663121780697,VER
22,278.5986068082347,278.4928637403347,VER
23,308.86440616699866,315.39636194106146,RUS
24,318.71971602194986,322.46812692264933,RUS
