Minisector,HAM,VER,Fastest
0,309.3742787383441,291.0999117810278,HAM
1,322.8773496781955,300.82725563508774,HAM
2,326.0514706196078,304.99824555789473,HAM
3,322.9682010385965,307.3177824276746,HAM
4,176.17108499393942,189.34345356039913,VER
5,209.29806727392395,224.2154755961905,VER
6,237.41750024533331,252.62856431013302,VER
7,265.0208872791279,272.22040015238093,VER
8,255.90760728115944,268.06008160360386,VER
9,164.5200419686927,174.9095798857143,VER
10,228.25457854945054,238.5781892705889,VER
11,132.29408760880244,144.3597284856684,VER
12,227.26774336703298,230.74339777300548,VER
13,186.42602395835146,202.66560004729064,VER
14,221.10256496410256,225.8642032292227,VER
15,245.9469976880657,259.0920453818182,VER
16,263.0340912969697,270.4500267082251,VER
17,281.8906746920635,286.52426061352054,VER
18,161.27394680685958,176.77925571764706,VER
19,174.5923122039241,174.45806026787469,HAM
20,147.51145856,148.87604521776498,VER
21,167.50825573751732,179.91161622626262,VER
22,115.3680239000381,120.35128710835613,VER
23,221.65355022222224,219.0880483164835,HAM
24,270.83885524342236,270.08592462961036,HAM
25,,284.1416661333334,VER
