Minisector,VER,SAI,Fastest
0,290.80994876224645,306.66245073693267,SAI
1,301.5407738571429,324.2275000177778,SAI
2,305.75495688964793,334.3509523809524,SAI
3,306.51071472380954,321.5255204,SAI
4,180.1396782005586,165.44688005648604,VER
5,215.3008789863354,213.9254411541973,VER
6,242.77312501333336,241.9797915504762,VER
7,268.55138891048387,268.19398157037034,VER
8,263.90291732586434,256.8739033267093,VER
9,170.8859888184332,164.27069918279568,VER
10,234.9235644910645,228.9639209939394,VER
11,139.92556917767274,133.17289767716568,VER
12,227.42102094545453,227.90411229530136,SAI
13,200.37723528047718,186.45406701584344,VER
14,215.1577723224904,221.2960880142565,SAI
15,248.87231051175536,246.63198474833976,VER
16,262.1138151859649,264.77872837293233,SAI
17,284.62256177271206,285.4583565175825,SAI
18,135.48916394954955,122.3171399254043,VER
19,163.8303596785409,162.10926581469178,VER
20,151.95570920476192,150.6977874392929,VER
21,174.12095341714286,157.7064936034632,VER
22,119.97169281593287,119.69901758248292,VER
23,226.3874714805195,233.66649572852705,SAI
24,270.72479088,271.613970572549,SAI
