Minisector,LEC,SAI,Fastest
0,257.91155795141253,260.0499539909452,SAI
1,211.34444728352406,198.1130091696778,LEC
2,223.57552023208427,225.27210098984767,SAI
3,263.15517630807454,265.0455343001728,SAI
4,278.840550367033,279.76855399750025,SAI
5,231.47932304120383,208.53966381378476,LEC
6,98.32162249759031,96.42133537789331,LEC
7,188.24145866614813,197.89852144580115,SAI
8,270.2433044651504,283.58607282734806,SAI
9,292.0132991863012,315.61129241951386,SAI
10,300.2738866564936,328.5763977698772,SAI
11,297.85687490738,312.1238447679049,SAI
12,113.94824672298043,109.98027593489068,LEC
13,216.31276372190834,227.1658311122588,SAI
14,276.89882766128295,282.3564578479769,SAI
15,295.4507936507937,298.1588557575109,SAI
16,226.06669275874174,205.9959143981383,LEC
17,126.42363562616394,124.28390924383189,LEC
18,154.86491223582374,158.68502864364117,SAI
19,254.67126591307834,255.72558507629034,SAI
20,160.6208792271898,151.36779421084182,LEC
21,129.42799888289522,126.5831359235022,LEC
22,208.14306997313764,208.07721636442042,LEC
23,213.2188751563909,194.80485132479532,LEC
24,167.4907451382419,165.57170816169727,LEC
25,232.41666666666666,,LEC
