Minisector,HAM,LEC,Fastest
0,267.9841705920667,266.7801472,HAM
1,292.46540569949286,292.3336474867248,HAM
2,306.29474456380956,304.77818631215683,HAM
3,315.3197319968634,314.63031997142855,HAM
4,319.56488623999996,320.2741319111111,LEC
5,322.2859381000866,321.8352232285714,HAM
6,197.1181933733995,198.0551135190476,LEC
7,106.23062972774574,104.51405973226514,HAM
8,184.8119826522751,180.82937239134966,HAM
9,255.77372547666624,256.0201755508772,LEC
10,283.6452079466667,286.3781514487395,LEC
11,153.44151795952382,156.8906192977134,LEC
12,95.95182299283032,97.19705669990924,LEC
13,116.35064724649702,111.54471012496299,HAM
14,214.61753531374987,213.46601363014491,HAM
15,185.32214295497587,187.87252382722394,LEC
16,220.04705255619047,221.60179676837944,LEC
17,176.4747745802159,174.4586638730159,HAM
18,232.11166521777778,237.05278404363634,LEC
19,273.6834783881481,272.8931621495238,HAM
20,246.49219072249352,232.21028211519274,HAM
21,145.7685656903418,142.1867875463995,HAM
22,96.5687412318541,95.45140519328676,HAM
23,126.49610335089947,124.95272041713123,HAM
24,222.48047844119972,223.48246602448978,LEC
