Minisector,VER,ALO,Fastest
0,279.35518294222226,277.17740620902356,VER
1,297.5620090724894,297.4506600021979,VER
2,298.272529389811,299.4718878077097,ALO
3,187.00453195471195,169.06521376067482,VER
4,119.80701883148336,119.9842569227259,ALO
5,236.25323988524397,237.24126398973968,ALO
6,285.31539146593104,281.80813249341725,VER
7,294.40081822857144,293.4065827365079,VER
8,169.7917909642245,169.49880532466713,VER
9,142.0037676290619,142.75948310241264,ALO
10,251.33225140029361,251.72809392511783,ALO
11,292.64412235950306,289.15359572806767,VER
12,298.2798522587508,296.76893094492755,VER
13,279.4706373499034,281.38355611760784,ALO
14,304.101607374043,302.583856422029,VER
15,306.5223861597691,307.2466263854819,ALO
16,246.50169862921908,248.54733515049688,ALO
17,225.02859186089373,225.43006552820808,ALO
18,284.74152275331585,278.78589972858373,VER
19,309.74505424098766,304.7875002408421,VER
20,316.81125385452714,309.40055729707154,VER
21,236.099122524,234.6626879447944,VER
22,260.3579118092929,261.67153171951827,ALO
23,136.7517140805243,135.39835882890932,VER
24,209.46932176027488,213.96758216300887,ALO
25,261.1071451428572,,VER
