Minisector,HAM,VET,Fastest
0,265.91659186668693,270.2652687610214,VET
1,286.2019895750549,288.5133745341799,VET
2,273.840884352,271.65751440577196,HAM
3,156.70559609881138,153.86911208008877,HAM
4,190.41592393484527,188.88685446830345,HAM
5,173.5457419670366,167.1196594849123,HAM
6,164.14458277812815,155.97117348838879,HAM
7,186.70641059918367,186.13029741222263,HAM
8,238.45875419872237,235.65013258412696,HAM
9,220.68994167816712,230.75618829660613,VET
10,143.86362031707696,141.53168556491437,HAM
11,221.89487713234666,211.21121860768048,HAM
12,107.05022953163403,109.71539771072669,VET
13,214.78751030227272,201.74981529620138,HAM
14,263.44992621670457,259.5425791644445,HAM
15,271.82132472573187,271.91797717610393,VET
16,170.1455945727974,178.75426311588558,VET
17,157.33457505861523,150.47514450027407,HAM
18,250.60575250668896,247.82015079691197,HAM
19,275.27112630273194,276.43658079638743,VET
20,290.205843733686,288.73558912,HAM
21,278.25555259800234,279.878795674489,VET
22,233.45054493563302,253.08979658132907,VET
23,99.32899661439481,98.32177410787486,HAM
24,220.55253066777072,207.86764437155836,HAM
25,,255.61428419047618,VET
