Minisector,VER,SAI,Fastest
0,255.10535934587807,252.69485496712636,VER
1,221.06995080230539,211.68066539647236,VER
2,204.2910102196425,202.69096961828848,VER
3,258.21282116633864,254.09625366627517,VER
4,275.2517346723527,271.2286326631218,VER
5,287.6114851605995,285.22914231248774,VER
6,170.07505059601982,167.53287162430894,VER
7,189.88894623765142,181.5826486901113,VER
8,269.6307264470532,262.73239175944474,VER
9,292.7562139120273,285.1239427931164,VER
10,303.24102307850285,295.0430817208215,VER
11,300.37806178232415,298.2825397333333,VER
12,119.6658958055113,120.11923981043573,SAI
13,184.15423425565527,182.1195250501064,VER
14,270.394618400106,265.3380704612214,VER
15,295.28921844631805,288.7437474306851,VER
16,297.66439393939396,297.410348484461,VER
17,190.2776190111083,190.36385739170024,SAI
18,226.31682827383847,219.56671976822057,VER
19,268.38559063499935,266.0160250011567,VER
20,156.42020245986512,159.58813070775454,SAI
21,155.0551019907787,150.67399862520617,VER
22,222.5148559035716,217.1853743473595,VER
23,237.35938071194778,244.95043653467272,SAI
24,165.02075413376258,155.1045037472083,VER
25,230.208336,224.74789391709908,VER
