Minisector,HAM,VER,Fastest
0,286.92916663703704,290.80994876224645,VER
1,295.18137248627454,301.5407738571429,VER
2,300.1868872,305.75495688964793,VER
3,301.0091146666667,306.51071472380954,VER
4,184.42901292698411,180.1396782005586,HAM
5,225.13787804444445,215.3008789863354,HAM
6,250.55080628569317,242.77312501333336,HAM
7,271.10839560501256,268.00146201103564,HAM
8,270.2859653459557,264.69750062450305,HAM
9,173.47032597107585,170.8859888184332,HAM
10,234.96196808366267,234.9235644910645,HAM
11,141.57976159346939,139.03461276594143,HAM
12,227.09900630780996,223.55738458181816,HAM
13,205.6113344,202.6421458692581,HAM
14,224.54303890909088,215.1577723224904,HAM
15,257.0882571364968,248.87231051175536,HAM
16,266.956049143404,262.1138151859649,HAM
17,284.95381496039164,284.15735247058825,HAM
18,139.84951914749035,140.5340367110491,VER
19,170.35279015343943,161.96069735772775,HAM
20,155.4234929761905,151.95570920476192,HAM
21,174.93435805894126,174.51018169589491,HAM
22,123.11633478794833,121.01709868221094,HAM
23,226.9136896,226.3874714805195,HAM
24,268.64473667368424,270.0885957052631,VER
25,,282.8124992,VER
