Minisector,VER,BOT,Fastest
0,307.42842922851906,297.6987472935759,VER
1,250.39248807093594,235.22953968367474,VER
2,192.18364470579417,192.52169388979684,BOT
3,266.5051079923782,263.411512962224,VER
4,220.97345214539118,228.1855638549856,BOT
5,112.8060572803348,113.84549312112485,BOT
6,179.3738513710162,171.7333743529263,VER
7,257.8203699753086,256.19094881839084,VER
8,289.0975087723189,287.6936903375238,VER
9,306.57238595445136,304.1509336963877,VER
10,313.26889727370764,304.173264,VER
11,229.85037977782625,243.8179176334818,BOT
12,144.73846639020405,146.04358018140832,BOT
13,259.1692017100529,251.4159031878547,VER
14,294.66049840625817,289.13270951504035,VER
15,307.23325227359305,300.31653969342364,VER
16,299.8594021478088,288.4458581714286,VER
17,246.19271377865354,251.8367773334852,BOT
18,177.47173517298958,174.28859322035038,VER
19,178.9937493814616,184.8573373459195,BOT
20,174.20710863442287,167.37382478951383,VER
21,237.5097816398961,239.6176387911111,BOT
22,121.59889017665279,124.29392245655261,BOT
23,195.0286703710707,188.64902892903976,VER
24,279.4304558284475,279.44683837840455,BOT
25,,297.14166613333333,BOT
