Minisector,VER,OCO,Fastest
0,250.7771297054945,253.9236153295238,OCO
1,128.80786770585513,128.70495677124265,VER
2,203.25835353514177,197.33903262984126,VER
3,245.91979048888888,242.5523774245926,VER
4,253.14987482406562,253.56762900410268,OCO
5,171.11105437803928,173.48829178412697,OCO
6,140.94384258040162,147.12044793629568,OCO
7,181.27551798754016,178.51361256533332,VER
8,99.27755268988936,98.37645288403435,VER
9,71.8967252777775,71.16307600632867,VER
10,96.50828391397405,93.10857059563912,VER
11,182.43659427102082,183.4281769616931,OCO
12,239.83289126282972,240.33912526233766,OCO
13,256.77133892952384,267.1619455674344,OCO
14,261.8122166827925,273.4515306122449,OCO
15,104.8334309320272,112.3739554333939,OCO
16,155.74440563067543,138.3346432078091,VER
17,193.04789217452972,184.44140064187135,VER
18,196.50399269333332,197.76799923964242,OCO
19,206.5433439369764,197.26077701587303,VER
20,136.78793748380951,133.23743584820514,VER
21,105.6621039165902,103.96913010509805,VER
22,97.65666617672984,95.49269050500114,VER
23,195.33078964266667,196.94508812350878,OCO
24,248.79356329396825,248.29230823931624,VER
25,260.0999936,,VER
