Minisector,PER,ALO,Fastest
0,291.60918150949345,304.8043759254914,ALO
1,300.5865312964265,323.2429436052389,ALO
2,304.8270751079739,325.52647566666667,ALO
3,298.78666549841273,318.29361961666666,ALO
4,172.52955561634408,159.88106293051146,PER
5,207.19520802552609,203.08744086849285,PER
6,232.69006571439675,239.5199768490775,ALO
7,264.98859931552,264.33988865336676,PER
8,250.35924671311332,245.53839771015714,PER
9,162.02719425918607,155.8971787612165,PER
10,221.01664566239785,220.63211237417826,PER
11,130.43339817468458,123.4881821301539,PER
12,231.42410946367573,225.3327790968889,PER
13,178.5563274700529,177.3883333726364,PER
14,215.15770791966386,213.69360934338164,PER
15,245.9847729648485,236.47998461832756,PER
16,264.1051917798942,262.6250009896296,PER
17,287.529709836555,292.7033241769697,ALO
18,161.0813491619822,151.23691886186361,PER
19,171.36397378534588,161.88915324217572,PER
20,143.85369625305205,137.294790381244,PER
21,232.1026758164671,231.18392897311878,PER
22,264.78838316103617,259.95469031167545,PER
23,247.7229894690909,247.70835519445885,PER
24,280.0940038460024,277.7534546566845,PER
