Minisector,HAM,PIA,Fastest
0,247.2014824911207,249.18698748216892,PIA
1,135.8814243185423,136.93373029344045,PIA
2,276.80021697374696,282.7318342584303,PIA
3,315.37128679336854,313.21544777176473,HAM
4,297.488320279001,298.98418624000004,PIA
5,320.124902081724,321.8709035982127,PIA
6,321.0482856484571,324.11054642285717,PIA
7,316.7059284658205,318.46790952727275,PIA
8,200.15290204511322,181.76647952608343,HAM
9,187.73097491045235,195.01340824774078,PIA
10,175.91001217154945,163.95835270040567,HAM
11,169.50651106734574,177.60847101321468,PIA
12,245.56220148201078,250.7065440383433,PIA
13,264.0211559920251,262.83284605815186,HAM
14,266.44419062439545,263.3430418837969,HAM
15,251.69332343673472,238.81378533109245,HAM
16,173.93122395283217,173.91741184798187,HAM
17,188.7944882551974,188.24928226024718,HAM
18,254.90264165050965,254.73331528592132,HAM
19,303.22093512936834,298.5585519702764,HAM
20,316.69313519777853,316.02491217646826,HAM
21,291.7846091279015,292.52236019639923,PIA
22,275.23082002381227,278.0248256391837,PIA
23,247.03442271845972,208.82671918935065,HAM
24,117.62576080052722,121.97305637191513,PIA
