Minisector,VER,SAI,Fastest
0,284.2310759225617,282.2477449272381,VER
1,300.2619704861111,293.8005407307359,VER
2,244.60059307840604,236.39467763153053,VER
3,117.82888753982279,111.91595793357837,VER
4,142.85726868971608,133.05943318978933,VER
5,251.43303780855618,251.70651551091575,SAI
6,260.3512358675355,240.0509945768921,VER
7,126.54502758647736,128.39957973409648,SAI
8,246.97560665504693,248.41054931857707,SAI
9,265.3576136862338,263.6752064559726,VER
10,212.2091563306066,203.14176446530612,VER
11,143.07303187339778,137.927601060597,VER
12,209.6993830214274,215.3195580082106,SAI
13,263.5522193820106,252.08216863238093,VER
14,117.2198056955963,116.12789885115646,VER
15,195.70000045052174,202.22226649018052,SAI
16,265.7415200074225,264.19374629407406,VER
17,291.63822285033444,291.3372615261423,VER
18,304.8374242754543,304.5376121433058,VER
19,311.77823137959183,309.9674383802469,VER
20,312.98130102728675,308.3518670491165,VER
21,176.91285903834074,143.05817123542926,VER
22,148.2173184133001,175.97145008790392,SAI
23,206.41903354326612,203.03506253372993,VER
24,240.28468650487108,242.76609977835497,SAI
