Minisector,VER,ALO,Fastest
0,248.96537203504053,253.5076335395918,ALO
1,130.74571506904428,121.72490130407127,VER
2,263.313430202353,257.3421286236125,VER
3,300.2224474105381,303.60898271067845,ALO
4,285.4122232444733,302.61839894456654,ALO
5,299.1978317858646,307.44791659259255,ALO
6,306.62573037831504,310.02517529757665,ALO
7,308.6568517536508,309.0062265965958,ALO
8,191.18900468640695,185.84617186997752,VER
9,193.88874493463888,188.76778406120823,VER
10,188.49817851473844,173.6494183370649,VER
11,179.55705752706788,170.6113948110161,VER
12,256.4982778097959,255.08292896355553,VER
13,274.93680380902737,273.7235950813689,VER
14,278.6458159080071,277.37380228295234,VER
15,269.05965913867993,268.7237548523174,VER
16,189.39745967001406,180.24929835397188,VER
17,196.09077087754525,183.51802379647103,VER
18,238.55612771581826,232.70911961870368,VER
19,286.300588215805,285.4143850542945,VER
20,307.5706632393143,307.52298270650857,VER
21,313.6654779541201,314.5715469818093,ALO
22,312.4621725873593,313.07003716285715,ALO
23,247.87704715761117,247.98645416654162,ALO
24,114.65024270579626,103.35168891393054,VER
25,225.343752,223.05249472,VER
