Minisector,SAI,GAS,Fastest
0,253.32794929953602,246.8248190698811,SAI
1,209.57329145334444,204.80714830705685,SAI
2,206.18897836011115,206.40824717300316,GAS
3,256.2089444947908,257.6645118983496,GAS
4,272.2947852909926,272.1320979353361,SAI
5,292.2242902421094,285.36654249650894,SAI
6,168.63826579742496,158.29442039312934,SAI
7,184.78419678756114,182.865419821486,SAI
8,268.6782728,264.2931301278213,SAI
9,297.2232691404147,291.8747914278788,SAI
10,308.33311926245426,303.9657638301235,SAI
11,313.67174259745366,301.45368441559486,SAI
12,110.81633314135873,109.90195665814355,SAI
13,196.99474288298978,188.00808506357143,SAI
14,272.57147942647345,266.1098246939176,SAI
15,296.68717434180707,291.0985891299048,SAI
16,302.7685755507181,291.6998637512143,SAI
17,187.52025930446842,187.9898591220168,GAS
18,220.46330744396937,217.91322024705855,SAI
19,272.27754494439074,261.7869240262857,SAI
20,149.74897415623823,145.38252257166036,SAI
21,146.86190812653302,142.0787724366434,SAI
22,226.6684225184051,212.69385714304528,SAI
23,233.94158558118787,231.8787637853968,SAI
24,156.77025251576148,154.93452844444442,SAI
25,,223.92,GAS
