Minisector,VER,STR,Fastest
0,263.4623161025641,263.08880179753936,VER
1,242.463494919224,250.08205054358976,STR
2,165.87376975326393,166.75448883291213,STR
3,247.07869841558048,249.31113540347383,STR
4,271.99168525071246,267.54461804444446,VER
5,189.69254587851788,197.01186558838168,STR
6,123.17801765773167,125.18331752700695,STR
7,158.44067043857814,153.90257701220304,VER
8,257.7945480044403,255.92899856112533,VER
9,180.45584116138997,191.9967450845149,STR
10,186.1696618186334,175.1138803762489,VER
11,256.57983045860806,256.10924127685144,VER
12,238.63762371160496,241.10219352382214,STR
13,259.55549952,254.65590062017202,VER
14,284.0659742726174,278.89697576356184,VER
15,282.9485525333333,286.5047371581694,STR
16,150.31494052479346,150.46650319968984,STR
17,236.14466355132276,234.69771942184056,VER
18,283.0586905419309,282.0587426289539,VER
19,295.788945538322,294.6599296069264,VER
20,300.23246734545455,299.02575762424243,VER
21,306.1749349302371,302.43371209696966,VER
22,151.16695354112554,171.37056698832365,STR
23,92.12561365321548,91.70337747675939,VER
24,180.88157831534392,174.7529981944084,VER
25,247.12500053333332,247.12500053333332,VER
