Minisector,HAM,RIC,Fastest
0,256.3728783930213,259.6007450732198,RIC
1,137.44394682763715,134.24075709410226,HAM
2,263.24502434432566,266.68817613063936,RIC
3,301.92333328,308.55227448163265,RIC
4,301.69439654252875,306.9826969186641,RIC
5,307.72321424761907,314.64834556207023,RIC
6,311.8512770835149,320.3854356290268,RIC
7,311.93080365714286,319.0748845233057,RIC
8,208.8497259623448,200.32809147238413,HAM
9,197.60365898085664,198.3126585997926,RIC
10,188.5356712362553,187.28551689525608,HAM
11,168.00188497128477,165.73739634177653,HAM
12,255.1479634227629,252.25929332203916,HAM
13,270.688633668816,274.78379226039016,RIC
14,277.34005367741935,277.1569958000481,HAM
15,271.8082108216083,274.74726286863284,RIC
16,190.18443535809428,190.08026665600255,HAM
17,196.6161985091516,196.53783074231535,HAM
18,239.70407272021598,244.66721003924314,RIC
19,283.1139879263492,288.5909025333333,RIC
20,302.8223643822548,312.917432439708,RIC
21,310.2013888790123,320.318910276923,RIC
22,308.41641659902467,318.0303247741721,RIC
23,261.46742508054183,276.16174220375177,RIC
24,117.63484690598135,113.54755380768032,HAM
25,228.64583466666667,229.2,RIC
