Minisector,LEC,ALO,Fastest
0,287.7681305365392,287.5588780283541,LEC
1,296.0047567758576,297.4565767529412,ALO
2,282.7282965069217,279.0554927392562,LEC
3,104.70541656361192,105.84980958347514,ALO
4,226.39331031746534,221.42401313636685,LEC
5,267.192385481697,270.22978508824775,ALO
6,203.336980911558,193.55885981530378,LEC
7,159.38871406422723,158.57937214172236,LEC
8,214.47701113799792,207.19759836955802,LEC
9,226.79883998524375,209.984582355671,LEC
10,109.47112898742688,118.95249968256893,ALO
11,225.31758465395353,225.14729756725123,LEC
12,121.66496970862585,121.04975984684759,LEC
13,220.80079951798285,219.34825794593053,LEC
14,272.3441130305787,271.1778045931094,LEC
15,209.4542572074523,208.64449926510105,LEC
16,196.18152789322315,191.54727737319237,LEC
17,252.32489399700248,245.93786646905517,LEC
18,210.47534707482433,195.3373032314752,LEC
19,180.18093529891,179.9222053854778,LEC
20,259.7247277465728,257.5150448032399,LEC
21,282.95416726417443,283.3374999111111,ALO
22,173.17454969268357,175.9212171556545,ALO
23,212.01841094353094,205.0398801408534,LEC
24,268.9467649546325,270.71134577511,ALO
