Minisector,HAM,OCO,Fastest
0,295.86896189026714,301.34393011757714,OCO
1,316.7827540749996,315.64188586666666,HAM
2,327.1901318736842,322.92892162877024,HAM
3,332.7868055703704,319.9333041066667,HAM
4,267.3703571488635,183.12830333476353,HAM
5,194.98162710857144,220.64353931553754,OCO
6,255.89003591552793,268.91155287272727,OCO
7,269.3830037905067,264.6108661003951,HAM
8,209.3684120538588,184.62330773333332,HAM
9,214.33996829782882,149.3925255799638,HAM
10,145.97801771950267,182.7748947162034,OCO
11,247.43428942697847,260.89185606870797,OCO
12,274.5325756121212,250.06445799246177,HAM
13,227.0657653961647,227.98828557218482,OCO
14,261.53473041490685,267.1793559757576,OCO
15,233.54188320548866,173.90913912467283,HAM
16,184.82122306666668,221.88513978609663,OCO
17,258.71578841036546,246.7517736174221,HAM
18,150.81065697746806,135.5277243567252,HAM
19,209.87829900013028,238.91863658891614,OCO
20,268.9215364502165,279.22182542222225,OCO
21,286.0470882043402,242.07165368145417,HAM
22,167.11779121269842,145.7856818948211,HAM
23,186.784046198341,214.19920229958052,OCO
24,258.0049684273292,273.96684612655014,OCO
25,274.47083306666667,293.425,OCO
