Minisector,HAM,GAS,Fastest
0,297.0517049212121,288.6014227677019,HAM
1,321.8294579307463,307.3288093942857,HAM
2,316.12229106285713,301.42936604444446,HAM
3,191.10547381464448,180.23294614701823,HAM
4,229.0230543648352,213.75603393891626,HAM
5,217.80580552494845,195.670504321427,HAM
6,204.53526908254895,184.07308077440518,HAM
7,220.65184345989772,201.93725300229886,HAM
8,258.6018336609524,249.9389489373052,HAM
9,264.33685604489574,259.42537262222226,HAM
10,182.29815638715493,174.40967273227514,HAM
11,244.1397233446129,236.788365177519,HAM
12,126.99151955896353,121.77809540114635,HAM
13,232.24578077851038,218.78817416885687,HAM
14,274.8036536571644,272.30007745590063,HAM
15,284.95802269813663,281.3391829898517,HAM
16,214.26938991379402,210.31431957865655,HAM
17,194.0275018969407,179.42772475942982,HAM
18,271.7413524009319,265.69195143022773,HAM
19,295.4202001277979,292.5821427809524,HAM
20,307.65875008,305.9676871111111,HAM
21,308.48583326476194,306.40166666666664,HAM
22,261.3184014222222,277.59505562236023,GAS
23,124.15553860835739,114.53067638267336,HAM
24,248.34246898390788,232.5579070984127,HAM
25,277.7000021333333,273.04166613333336,HAM
