Minisector,HAM,GAS,Fastest
0,253.20805177124777,257.714438919224,GAS
1,210.57113279319142,202.28362897659343,HAM
2,222.44567997667576,217.76196098064517,HAM
3,262.1383931428571,259.95754589737084,HAM
4,276.3804203934691,274.0316664,HAM
5,224.32872275268818,221.16998762364872,HAM
6,97.6501521137319,95.54694714717789,HAM
7,177.5011400752403,183.31193623063064,GAS
8,267.29674220130835,268.4431344563389,GAS
9,290.33920562916705,288.901295090354,HAM
10,299.7372154501035,295.76524141525846,HAM
11,295.6831208264219,289.0138630812679,HAM
12,114.0450006933485,112.82788892946436,HAM
13,211.09545848332212,215.08050232814878,GAS
14,274.60728316559783,275.71766882563264,GAS
15,292.3991201722567,293.48178053830225,GAS
16,227.07414067788375,221.17237835551384,HAM
17,123.83593528208154,121.6003804818846,HAM
18,153.3941078320632,151.79315487383818,HAM
19,252.3146101300696,253.2774028698413,GAS
20,159.36027491288954,156.09645691511452,HAM
21,129.84229136013397,126.95499940137539,HAM
22,201.67436744066896,202.726750767507,GAS
23,212.9743255019482,203.30816507105578,HAM
24,168.3564819148695,166.71638862796408,HAM
25,229.541664,,HAM
