Minisector,HAM,ALO,Fastest
0,276.3909032118518,277.17740620902356,ALO
1,297.48290575099566,297.4506600021979,HAM
2,296.5101415951515,299.4718878077097,ALO
3,180.79830157415498,169.06521376067482,HAM
4,119.39754545739443,119.9842569227259,ALO
5,237.6243902558071,237.24126398973968,HAM
6,281.7262758185783,281.80813249341725,ALO
7,295.49633431430954,293.4065827365079,HAM
8,171.4916741899738,169.49880532466713,HAM
9,137.85307243856028,142.75948310241264,ALO
10,251.5036367120434,251.72809392511783,ALO
11,288.73922939863945,289.15359572806767,ALO
12,297.6745187783637,296.76893094492755,HAM
13,281.01081813898014,281.38355611760784,ALO
14,301.369152314386,302.583856422029,ALO
15,308.7990226453389,307.2466263854819,HAM
16,252.69114509777776,248.54733515049688,HAM
17,223.73409789872855,225.43006552820808,ALO
18,281.0911569508652,278.78589972858373,HAM
19,305.48315452810965,304.44236136533334,HAM
20,311.93712438566894,309.489415225012,HAM
21,244.38734214881126,234.6626879447944,HAM
22,264.70199333948716,261.67153171951827,HAM
23,139.87345405114914,135.39835882890932,HAM
24,216.98672669242376,212.4103613249261,HAM
25,,259.12698646740847,ALO
