Minisector,HAM,SAI,Fastest
0,275.7570482206852,274.3979332969428,HAM
1,291.47649379343795,289.08118280084653,HAM
2,289.5869977613353,284.6467446088596,HAM
3,200.42761005473656,174.37505451029972,HAM
4,131.84607185682765,133.33130566817292,SAI
5,242.8391574626024,246.3994159325705,SAI
6,283.3177982257771,282.0289229241796,HAM
7,297.7530147189888,281.1726200278177,HAM
8,191.60539879293916,177.08361664242446,HAM
9,154.678439457826,147.0244597094782,HAM
10,253.3453940756525,254.41490427034645,SAI
11,284.1363957850996,284.73978229698247,SAI
12,293.79522040906016,287.46857272046174,HAM
13,289.3115778381171,275.25442483219393,HAM
14,298.48105571751,291.2363219367267,HAM
15,296.5244402797999,299.0210307224268,SAI
16,266.60563457623897,263.17466332989784,HAM
17,243.75720691116356,240.06143174826366,HAM
18,284.0318364916553,283.200673905681,HAM
19,301.4573627087106,300.5804449762771,HAM
20,307.61260252366435,304.56599765184905,HAM
21,249.2253937188489,228.5852171427898,HAM
22,265.55238803849306,259.9852058982055,HAM
23,147.9425511958809,137.50847582647413,HAM
24,223.06924612322976,227.0651085649908,SAI
