Minisector,VER,GAS,Fastest
0,259.9925980052481,260.6510051678161,GAS
1,134.75549646380196,135.69468098743334,GAS
2,264.36411456809213,263.759756291047,VER
3,306.3925345587302,300.7727926031746,VER
4,303.8758887964444,296.1172009777655,VER
5,312.03592575303577,304.50138880000003,VER
6,318.06739130434784,309.4361109777778,VER
7,318.2992452967903,310.40758115555553,VER
8,202.4513566701145,202.35206734182785,VER
9,205.5089937788043,200.57930792198,VER
10,186.56521953021704,177.89963989866786,VER
11,168.2108853122565,171.145251422791,GAS
12,256.7351997057471,254.62005259770115,VER
13,280.46733735430996,276.1936729283951,VER
14,282.96570465641025,275.0632589525118,VER
15,280.7514835223635,270.30480286371096,VER
16,186.72644853296592,185.1263024324694,VER
17,194.02489396434677,192.5445786401048,VER
18,243.70345626434727,241.26981116463105,VER
19,289.6060891076923,285.56707865787547,VER
20,311.42518089275364,304.3169260935747,VER
21,319.1300594793651,310.796499968,VER
22,318.7174106095238,309.47539682539684,VER
23,256.66480345440675,247.56156779729844,VER
24,118.03915745324035,116.7197184217687,VER
