Minisector,VER,OCO,Fastest
0,260.98186973874124,251.01984257015872,VER
1,139.1218542754947,131.8041805124192,VER
2,200.1722323968254,204.02479843697265,OCO
3,246.27175517567122,247.52053364786326,OCO
4,263.3958257367521,257.61784209951065,VER
5,188.73589588525573,187.17645648169648,VER
6,147.38441797731633,145.8159876983397,VER
7,188.07914144985995,180.61171889714285,VER
8,98.610521303256,100.3816138054809,OCO
9,73.57845707496811,72.30126771648462,VER
10,97.7614164732039,97.12302651609598,VER
11,184.77620532148148,188.7481550733606,OCO
12,245.22468798,243.27879345375388,VER
13,268.31158443369964,265.073764655055,VER
14,278.454921546672,278.72487356767675,OCO
15,115.23588551973063,114.72113698172052,VER
16,152.9849429411486,144.31335637333333,VER
17,193.2341861496572,189.6010669480635,VER
18,202.13800617460316,196.9710227731233,VER
19,219.51539217777778,226.20561454436557,OCO
20,136.55007651767198,139.21200047125953,OCO
21,112.43377557036487,129.410919258851,OCO
22,101.46797615423283,89.40564519470624,VER
23,202.4756573952822,188.1006468140606,VER
24,251.7393968680635,244.63235083524475,VER
25,,263.0,OCO
