Minisector,LEC,NOR,Fastest
0,288.80079210574314,294.2117937186724,NOR
1,295.7511004025895,301.207126962465,NOR
2,164.69012849662337,155.50468220951242,LEC
3,220.61453721125346,226.44717041622408,NOR
4,272.66165118239894,280.32574256969696,NOR
5,294.15437064400487,304.986836425172,NOR
6,300.16873026750585,316.0276189053968,NOR
7,176.12526755714026,153.6542188113839,LEC
8,125.73377217442246,120.99232505333731,LEC
9,248.30130327953214,253.516852975359,NOR
10,284.5406984,296.0513737655153,NOR
11,296.64225015945567,310.76744778197974,NOR
12,150.49974845454207,137.65973546250595,LEC
13,197.40744974585215,185.9929044524047,LEC
14,256.8330511280423,252.31617292622224,LEC
15,202.8442568772136,195.42274506012606,LEC
16,225.38710218182916,212.95109455878932,LEC
17,220.3537469109226,208.0334356265008,LEC
18,248.27340566336616,242.74341483352381,LEC
19,280.3093045688889,274.3269698841346,LEC
20,296.82042132374704,286.77076109163886,LEC
21,270.12086906236766,253.6426352427736,LEC
22,231.97823689650795,215.56021890249514,LEC
23,208.28080918511506,199.61242849364874,LEC
24,265.23850468350787,259.84074316485186,LEC
