Minisector,HAM,RUS,Fastest
0,267.9841705920667,274.15214708844377,RUS
1,292.46540569949286,308.4852278630065,RUS
2,306.29474456380956,322.9107841172747,RUS
3,315.3197319968634,332.69482970151176,RUS
4,319.56488623999996,337.8903569980952,RUS
5,322.2859381000866,340.8097833943178,RUS
6,197.1181933733995,192.64638350513562,HAM
7,106.23062972774574,105.76639471403917,HAM
8,184.8119826522751,190.3753592248957,RUS
9,255.77372547666624,266.1032559391905,RUS
10,283.6452079466667,299.5916526714298,RUS
11,153.44151795952382,167.82713252027122,RUS
12,95.95182299283032,98.22867365000768,RUS
13,116.35064724649702,125.6327549689496,RUS
14,214.61753531374987,222.27575779837866,RUS
15,185.32214295497587,186.82798563747787,RUS
16,220.04705255619047,227.33190281544253,RUS
17,176.4747745802159,182.7987508873143,RUS
18,232.11166521777778,242.3740024711111,RUS
19,273.6834783881481,280.6857785566955,RUS
20,246.49219072249352,238.76902420460607,HAM
21,145.7685656903418,143.80343816017745,HAM
22,96.5687412318541,97.30146995305637,RUS
23,126.49610335089947,128.4526276649534,RUS
24,222.48047844119972,225.65646899692308,RUS
