Minisector,HAM,STR,Fastest
0,276.3909032118518,276.60810216299205,STR
1,297.48290575099566,294.8015348240628,HAM
2,296.5101415951515,294.41944565163635,HAM
3,180.79830157415498,177.33139756095517,HAM
4,119.39754545739443,116.18416782039168,HAM
5,237.6243902558071,232.73274100072396,HAM
6,281.7262758185783,279.4822975965368,HAM
7,295.49633431430954,291.67586017567976,HAM
8,171.4916741899738,167.62006778819284,HAM
9,137.85307243856028,132.18083519760054,HAM
10,251.5036367120434,247.52839961706005,HAM
11,288.73922939863945,286.35386333251756,HAM
12,297.6745187783637,298.1460758690909,STR
13,281.01081813898014,275.90992971736415,HAM
14,301.369152314386,301.2683588308866,HAM
15,308.7990226453389,304.83857724421404,HAM
16,252.69114509777776,239.2584287473635,HAM
17,223.73409789872855,217.52293601306934,HAM
18,281.0911569508652,279.3242677595283,HAM
19,305.48315452810965,304.5187029203809,HAM
20,311.93712438566894,311.41608907469947,HAM
21,244.38734214881126,229.13145234438295,HAM
22,264.70199333948716,252.64392264182098,HAM
23,139.87345405114914,143.76275968638586,STR
24,216.98672669242376,203.97947625667052,HAM
25,,256.67916799999995,STR
