Minisector,HAM,STR,Fastest
0,294.3531891489079,295.861131734166,STR
1,207.04297003583358,196.46554504987066,HAM
2,230.92705841112416,225.83730021514904,HAM
3,275.16778266565143,268.9980158984127,HAM
4,230.3906457967113,230.3679703730838,HAM
5,128.3521059352471,126.4416885147589,HAM
6,215.51735263380945,210.94451392569943,HAM
7,260.30233910955945,255.30936038919572,HAM
8,207.97146448577183,206.5181375457544,HAM
9,207.70084494245674,206.86827029568516,HAM
10,265.06037910218254,262.36275917996505,HAM
11,214.49006526116082,208.8174153300501,HAM
12,183.00436221490932,177.9703499213865,HAM
13,261.4317746257148,260.86032366754824,HAM
14,281.2360319194027,281.1016058115869,HAM
15,264.4774304990999,256.5141928296034,HAM
16,247.35442374933837,241.62819246871786,HAM
17,274.9502535996356,273.2245358945099,HAM
18,285.99726450988516,280.0753400453515,HAM
19,180.4853997914001,171.02623531012392,HAM
20,214.06149306278317,211.31181911250673,HAM
21,171.19297318967816,173.28555530234848,STR
22,145.75895741954264,142.71234631988673,HAM
23,243.90750748956887,237.55133883669143,HAM
24,282.2447900353243,280.36496637861865,HAM
25,,290.5583328,STR
