Minisector,HAM,STR,Fastest
0,279.0425385192311,275.1806340280435,HAM
1,292.3485355284641,292.638773020314,STR
2,287.32375650081724,290.80450354004495,STR
3,176.7182438928751,174.86419848939593,HAM
4,128.4400546438448,125.92498700152915,HAM
5,242.94230649039937,238.27542931444881,HAM
6,280.9951057213404,277.9296648274173,HAM
7,286.1049604825397,280.91300756726434,HAM
8,186.91943730498784,186.426688001884,HAM
9,153.55374027687338,146.99527998378713,HAM
10,256.2095986044001,252.76836609567567,HAM
11,291.32765581274447,286.57728594087615,HAM
12,299.07474906742596,299.58431969282617,STR
13,276.12256084436143,280.84814513174837,STR
14,292.8896904655238,292.19323950896603,HAM
15,292.7946018177613,295.53921142502253,STR
16,248.9963345316656,257.38129782139856,STR
17,232.95429794767622,227.91307656190477,HAM
18,278.03311285502645,273.6533924069936,HAM
19,294.1583185379172,291.99499995733333,HAM
20,291.21050996877267,297.26859323746487,STR
21,234.6078320963415,229.4207792202656,HAM
22,264.99689834667964,252.59057291833358,HAM
23,144.77037699709234,144.36555422389497,HAM
24,225.6962993858983,213.2046751335391,HAM
25,261.06666666666666,257.7166663111111,HAM
