Minisector,HAM,GAS,Fastest
0,276.3909032118518,278.081697298707,GAS
1,297.48290575099566,292.41363566198123,HAM
2,296.5101415951515,285.0801214403447,HAM
3,180.79830157415498,164.44510261308497,HAM
4,119.39754545739443,119.51783438482846,GAS
5,237.6243902558071,238.12655779138098,GAS
6,281.7262758185783,284.63980321923725,GAS
7,295.49633431430954,290.6129188426025,HAM
8,171.4916741899738,171.4402907851531,HAM
9,137.85307243856028,138.88010701021588,GAS
10,251.5036367120434,250.80691852824035,HAM
11,288.73922939863945,288.4465026422039,HAM
12,297.6745187783637,301.63726729162005,GAS
13,281.01081813898014,279.93695119703705,HAM
14,301.369152314386,304.120007130886,GAS
15,308.7990226453389,303.4093577108822,HAM
16,252.69114509777776,244.3259834074725,HAM
17,223.73409789872855,222.07657157468108,HAM
18,281.0911569508652,287.0431097450607,GAS
19,305.48315452810965,319.8800815779473,GAS
20,311.93712438566894,323.0920418406015,GAS
21,244.38734214881126,218.06555397464697,HAM
22,264.70199333948716,258.30917486933333,HAM
23,139.87345405114914,138.1715985038961,HAM
24,216.98672669242376,216.25815320135177,HAM
