Minisector,HAM,GAS,Fastest
0,315.50515737560215,321.4198529611861,GAS
1,312.480654552381,327.01813632717085,GAS
2,159.68606493180633,160.42738094386885,GAS
3,162.60511095014778,157.6957107794217,HAM
4,197.5767053848456,195.42495768776013,HAM
5,149.26025359027292,142.98739617001362,HAM
6,206.40820559979386,190.8810168868547,HAM
7,275.69003931396605,271.39958663655506,HAM
8,290.05055549155554,293.6546875761905,GAS
9,282.17710584805155,286.95226164537394,GAS
10,245.56514713263158,231.97673667200002,HAM
11,243.0980661425655,238.8424694240063,HAM
12,223.86380942682513,214.4123605013522,HAM
13,173.1380465025948,179.21229782198705,GAS
14,141.4337334174615,129.1458893674051,HAM
15,130.62199874554787,124.49296860006615,HAM
16,199.22991271198654,192.49885307249116,HAM
17,265.7191885893558,267.6675809010526,GAS
18,196.5410515845792,209.81243244307691,GAS
19,114.88065453870193,110.55696354696046,HAM
20,207.80786391622559,196.03783128704183,HAM
21,186.04231637611122,176.19225612329006,HAM
22,246.15830289590644,247.43880148210528,GAS
23,277.3799006711834,279.1789543596435,GAS
24,303.0748725587954,306.749012536381,GAS
25,314.1250005333333,315.85500032,GAS
