Minisector,VER,PER,Fastest
0,233.08766474168985,232.04827502601452,VER
1,292.39986255999196,281.72839462716047,VER
2,315.6174219175361,296.4624494365609,VER
3,322.5680842571074,303.2883282020704,VER
4,284.1013342586147,267.9776315269704,VER
5,162.66177797742145,165.78581864624633,PER
6,259.13605837250395,261.25928103844797,PER
7,273.85116663466664,277.5118947559242,PER
8,215.3993762969548,203.9917136036063,VER
9,218.51136664988113,215.55530539916697,VER
10,177.54699671993984,169.57189965891473,VER
11,220.82430283240328,224.05277750789506,PER
12,197.77627963507518,192.88384310307694,VER
13,206.65284074760157,198.67599822084944,VER
14,211.92386556695263,210.7566664519129,VER
15,178.9608724284812,170.57671418243848,VER
16,242.97694892366277,246.60100498390807,PER
17,284.4058378408244,284.24975801655785,VER
18,300.37045221790476,299.096310862793,VER
19,284.91864312685715,282.8708026173337,VER
20,129.1007642979292,129.41838146937533,PER
21,158.51666457061523,158.8875691965808,PER
22,146.97304881777458,152.8081231967664,PER
23,203.26444834131553,201.10078936216217,VER
24,143.96076152642954,147.915269310321,PER
