Minisector,VER,NOR,Fastest
0,249.38007697083134,258.66616437864906,NOR
1,128.74844669879087,131.5597641637816,NOR
2,195.51848224432499,202.031664431746,NOR
3,244.12331141406452,243.9389833966979,VER
4,257.582701357037,257.486835826859,VER
5,174.02104261659866,185.0299926069841,NOR
6,144.3967283948736,146.00920565077828,NOR
7,177.6899999841626,183.9697958760393,NOR
8,102.26832098306306,103.67116381643298,NOR
9,75.72108143933504,74.73630437043174,VER
10,95.89673283339188,97.21558648728413,NOR
11,181.03981026872438,180.726836608,VER
12,240.03141306711228,241.06064448358543,NOR
13,256.99053308329,265.39675201088437,NOR
14,262.85532582548484,274.8107693128205,NOR
15,103.65009586431286,127.52770623456611,NOR
16,165.9568484365088,152.12192411681423,VER
17,185.1680781806098,191.3637194180433,NOR
18,195.42878831814474,196.94912531049627,NOR
19,207.76862659499116,217.22645221736695,NOR
20,132.41714328126983,137.59768679558172,NOR
21,109.5977539005001,114.9471629997279,NOR
22,97.0372662833624,98.10449279122727,NOR
23,205.07764263103334,197.0244063774843,VER
24,249.81627484675323,249.62660761470315,VER
25,,262.5375008,NOR
