Minisector,HAM,VER,Fastest
0,252.42858247576717,253.64186804970726,VER
1,217.25157350054934,211.63498614030163,HAM
2,212.23309517774064,202.7105359576541,HAM
3,261.08416411048296,262.8639582995671,VER
4,275.7139770888312,279.12841364840625,VER
5,293.7094388716553,294.04219392249246,VER
6,151.71400781185832,141.39340616840263,HAM
7,184.20616730048678,195.77287005573194,VER
8,269.1179524549184,272.28041929076846,VER
9,299.6913661563581,298.94416622448483,HAM
10,310.90522175657327,311.0274202663731,VER
11,307.9747932635746,310.8417992460243,VER
12,105.72915595617403,108.84866440860411,VER
13,195.3665001877211,203.46393245424014,VER
14,272.59449286852293,272.3970409084444,HAM
15,296.6069083555599,296.8176436879836,VER
16,300.0354823774892,298.40482877633474,HAM
17,188.72672719504195,184.8738949569278,HAM
18,225.6146405185185,224.15262867255746,HAM
19,272.27250077605476,272.22785097543857,HAM
20,146.72802352756494,142.6514291584705,HAM
21,148.14220210108527,146.76480050635135,HAM
22,235.27973678470863,224.45989120444446,HAM
23,236.7992801025641,232.53357191792287,HAM
24,162.07515401319512,163.20855170603218,VER
