Minisector,HAM,VET,Fastest
0,257.01002321927496,257.9276683515969,VET
1,219.5214556417249,209.16843031146612,HAM
2,222.62552729446168,224.6537047440734,VET
3,262.0668037610936,264.25234673017945,VET
4,271.2928571936508,274.05459357886053,VET
5,227.36161983443483,224.2869444523298,HAM
6,98.95305988530684,96.27345700414638,HAM
7,176.42323878478302,195.0109838147327,VET
8,275.3923833267186,283.2963365283513,VET
9,302.21799457684085,309.20256779327053,VET
10,311.9417944916567,318.8476818568483,VET
11,309.9448530196079,318.4551471619265,VET
12,109.50505600517165,106.44930951639718,HAM
13,204.38135895624995,218.48098449509038,VET
14,275.19123905064464,280.6267052812078,VET
15,296.4771640407554,300.80731844878375,VET
16,236.12682350083958,235.2174750002481,HAM
17,125.11095914788334,125.43741351255517,VET
18,152.2784663151122,154.79360223645946,VET
19,255.85914020526903,258.7548295668785,VET
20,154.02190710032937,151.57699281190062,HAM
21,131.5010691536034,129.07650066795688,HAM
22,204.83444469719197,212.33706709602757,VET
23,205.1563042625892,208.16276127145034,VET
24,170.2845628896982,171.54519365020607,VET
25,230.66108822464582,,HAM
