Minisector,VER,PER,Fastest
0,289.4844830347397,293.1804784509987,PER
1,158.44470148190476,159.39277975001878,PER
2,151.946348965614,151.79101892176723,VER
3,227.08558476767564,226.0874715051688,VER
4,285.6083850320579,285.28398323116886,VER
5,286.94803212554484,286.9358683826087,VER
6,143.51949296319196,142.98781107532466,VER
7,144.7470094774001,146.30643830119794,PER
8,141.5300379880059,143.60953237232428,PER
9,195.25650131449783,183.77062424001062,VER
10,132.16676374670365,132.28391199928095,PER
11,121.94213721006325,123.50661496412597,PER
12,168.99136072674375,165.91349182999883,VER
13,269.5672363873016,267.6228339626667,VER
14,291.39226177662334,287.62559546320347,VER
15,152.27664856522702,149.81027594253015,VER
16,206.3795610314331,211.83425166988386,PER
17,174.67341155132274,171.43574782599742,VER
18,274.97408125714287,271.21927259966105,VER
19,298.3345451133103,295.80321989956707,VER
20,314.1325391818594,309.6692029737881,VER
21,326.0476501573935,317.09708336,VER
22,331.73962599047525,320.2139584,VER
23,334.2833332190476,323.0881250133333,VER
24,335.8014007313312,320.41660701714284,VER
25,334.1166666666667,315.07499946666667,VER
