Minisector,VER,HAM,Fastest
0,281.79181846024903,295.86896189026714,HAM
1,294.47043636825396,316.7827540749996,HAM
2,299.87781966917294,327.1901318736842,HAM
3,302.0947989597994,332.7868055703704,HAM
4,255.54197029147872,267.3703571488635,HAM
5,196.52514420229883,194.98162710857144,VER
6,256.2040832288092,255.89003591552793,VER
7,279.37943250738977,269.3830037905067,VER
8,215.57157794285715,209.3684120538588,VER
9,210.23952562715758,214.33996829782882,HAM
10,144.06636249764784,145.97801771950267,HAM
11,246.37490287545492,247.43428942697847,HAM
12,273.28605073623186,274.5325756121212,HAM
13,224.12082024604803,227.0657653961647,HAM
14,263.9366879307359,261.53473041490685,VER
15,224.32865326886082,233.54188320548866,HAM
16,188.71610796666667,184.82122306666668,VER
17,255.24571668757963,258.71578841036546,HAM
18,150.31229705365854,150.81065697746806,HAM
19,211.1871607647099,213.0022093771328,HAM
20,270.42131994458873,270.29619014857144,VER
21,285.5547617015873,285.7551858186443,HAM
22,165.64785482135784,163.91163286639454,VER
23,186.53993185918864,186.784046198341,HAM
24,258.56939052307695,258.6910461206349,HAM
