Minisector,SAI,LEC,Fastest
0,267.4814833533333,266.7801472,SAI
1,297.8893619755742,292.3336474867248,SAI
2,316.48498987779595,304.77818631215683,SAI
3,328.5265731257582,314.63031997142855,SAI
4,335.0606289807163,320.2741319111111,SAI
5,334.4934703798601,321.8352232285714,SAI
6,218.32838094851826,198.0551135190476,SAI
7,104.36691104639371,104.51405973226514,LEC
8,188.62299472571428,180.82937239134966,SAI
9,256.1155253369423,255.02129641481483,SAI
10,282.7029160914286,285.69047636825394,LEC
11,162.05348572873564,159.60099855834602,SAI
12,93.53301424354672,96.86650452236007,LEC
13,113.65545461480647,111.54471012496299,SAI
14,208.58202860670707,213.46601363014491,LEC
15,179.71109637002073,186.61615001858516,LEC
16,221.4985959543195,221.24338856969698,SAI
17,174.031214973592,174.4586638730159,LEC
18,231.8278061201272,237.05278404363634,LEC
19,273.26406635864873,272.8931621495238,SAI
20,235.19896819542856,232.21028211519274,SAI
21,145.20754193365303,143.26286953305834,SAI
22,96.83871415307013,95.65437708942103,SAI
23,125.33196266804521,124.95272041713123,SAI
24,222.9197875033766,223.48246602448978,LEC
25,251.5,,SAI
