Minisector,NOR,PER,Fastest
0,287.1588544,303.91072531131414,PER
1,293.7946198603341,319.2569443047619,PER
2,278.6715267555556,310.23726986303853,PER
3,113.71566823148886,109.60077783570681,NOR
4,223.42107927407358,221.3407248172043,NOR
5,274.4744219926114,278.3272172153964,PER
6,227.17730402264607,229.1712384,PER
7,159.48839747471297,158.06042357614194,NOR
8,215.21466104825902,216.28715517542244,PER
9,225.20632224367816,225.13549734376357,NOR
10,121.07251434368874,121.47026485586406,PER
11,230.0786674499376,226.6760052597701,NOR
12,126.33872175693166,127.33592983927305,PER
13,222.42571931954024,222.75131667396562,PER
14,277.8570722806277,276.97166640761907,NOR
15,228.58999886222222,229.34008738574713,PER
16,187.92338442308463,191.6805550814815,PER
17,243.87469103633157,251.54675921382716,PER
18,208.6702961795491,215.97244762150535,PER
19,175.81927093664538,173.73257603865315,NOR
20,262.77578980845425,259.9132338647063,NOR
21,283.78271206294,281.47577641909703,NOR
22,182.39960086693455,183.3369452851781,PER
23,211.03477540917845,210.42234766868688,NOR
24,269.1346993980332,266.85178855500226,NOR
25,281.7625002666667,280.0,NOR
